domain,batch,placed_company,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,skills,graduated,salary
MERN Stack,BCK35,Mobigik technologies Pvt Ltd ,Software Engineer ,23.0,No Degree,No,No,11.0,No,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.0
Web Development Using Python Django + React,BCK35,Eduport Academic Research Center Pvt Ltd,Software Engineer,23.0,No Degree,Yes,No,7.0,Yes,4.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.0
MERN Stack,BCE33,Dealsdray Online Pvt Ltd,Jr. Software Developer,22.0,Degree,Yes,No,11.0,Yes,3.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MERN Stack,BCK27,Techpearl Software Pvt. Ltd,Software Engineer ,21.0,No Degree,No,No,10.0,No,7.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.75
MERN Stack,BCK38,Chalo Exam,Software Developer,22.0,No Degree,No,No,10.0,No,0.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,5.0
MERN Stack,BCE36,Neutrinos,Associate Product Engineer.,22.0,Degree,Yes,No,9.0,Yes,7.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,5.0
Web Development Using Python Django + React,BCE34,Aspen Leads,Full Stack Web Developer,23.0,Degree,No,No,13.0,Yes,0.0,WFH,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,3.55
MERN Stack,BCE34,Poumki Digital LLP,Full Stack Developer,23.0,No Degree,No,No,13.0,Yes,1.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
MERN Stack,BCE33,Scrut Automation,Intern - Frontend Developer,22.0,No Degree,No,No,10.0,No,1.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
Mobile Development Using Flutter,BCK31,Marlo Technologies,Junior Flutter Developer ,21.0,No Degree,Yes,No,7.0,Yes,7.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.25
MEAN Stack,BCT37,FlexM Pvt. Ltd.,Full Stack Developer ,22.0,No Degree,Yes,No,9.0,Yes,5.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.0
MERN Stack,BCE33,Quickint Solutions ,MERN Stack Developer,22.0,Degree,No,No,10.0,Yes,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MERN Stack,BCE34,Metasoft IT Solutions,Full Stack Developer,24.0,Degree,No,No,13.0,Yes,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MERN Stack,BCK35,Techjays,Software Engineer 1,22.0,Degree,Yes,No,9.0,Yes,4.0,Ernakulam,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.0
MERN Stack,BCE30,Intuitive Soft Corp,Software Developer,23.0,No Degree,No,No,13.0,Yes,0.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.6
Web Development Using Python Django + React,BCE34,Aspen Leads,Full Stack Developer,24.0,Degree,No,No,13.0,Yes,1.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.55
Web Development Using Python Django + React,BCE30,Wade Fintech Pvt Ltd,Full Stack Web Developer ,22.0,No Degree,No,No,13.0,Yes,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.6
Mobile Development Using Flutter,BCE36,"Netstat Monitor Enterprise, Malaysia",Jr. App Developer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,5.6
Mobile Development Using Flutter,BCK41,Flyweis Technology,Flutter Developer ,22.0,Degree,No,No,11.0,Yes,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.2
MERN Stack,BCK38,Accel Limited ,Software Engineer Trainee ,22.0,Degree,Yes,No,9.0,Yes,7.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.0
MERN Stack,BCK38,Worxwide,MERN Stack Developer ,22.0,Degree,No,No,9.0,Yes,5.0,Chennai,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.5
MERN Stack,BCK29,Xcitech Technologies,MERN Stack Developer,24.0,Degree,No,No,10.0,No,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MEAN Stack,BCE43,SCH Infotech Private Limited ,Developer Trainee,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"Dart,Api integration,",Yes,5.5
MERN Stack,BCE36,Chisquare Labs Pvt Ltd,Full Stack Developer ,22.0,Degree,Yes,No,10.0,Yes,2.0,Ernakulam,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
Mobile Development Using Flutter,BCK38,Zapplogics Solutions LLP,Flutter Developer ,22.0,Degree,No,No,14.0,Yes,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
MERN Stack,BCT37A,Value Creatives ,Analyst (Development),22.0,Degree,No,No,10.0,No,4.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.6
MERN Stack,BCK32,Kxence ERP Pvt. Ltd.,Full Stack Developer,21.0,Degree,No,No,16.0,Yes,4.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.36
Mobile Development Using Flutter,BCK41,Inindia Corporation,Flutter Developer,22.0,No Degree,No,No,12.0,Yes,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
Mobile Development Using Flutter,BCK46,Le Travenues Technology Limited,Software Engineer,22.0,Degree,Yes,No,12.0,No,2.0,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,5.5
MERN Stack,BCE36,Neutrinos,Associate Software Engineer,22.0,No Degree,Yes,No,10.0,Yes,5.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MERN Stack,BCE33,Akra Tech Pvt Ltd,Full Stack Developer,19.0,No Degree,No,No,12.0,No,4.0,Bangalore,"React, Node.js, MongoDB, SQL, HTML CSS JAVASCRIPT, EXPRESS, SOCKET IO,",Yes,3.0
Web Development Using Python Django + React,BCE36,iTday India Pvt. Ltd.,Junior Backend Developer,25.0,No Degree,No,No,15.0,Yes,5.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
MERN Stack,BCK38,Phone X App Solutions,MERN Stack Developer,21.0,Degree,No,No,11.0,No,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.0
MERN Stack,BCK31,AutoBse,Full Stack Developer,23.0,No Degree,No,No,15.0,Yes,4.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.0
Mobile Development Using Flutter,BCK32,Stackmod Innovations Pvt Ltd,Flutter Developer,22.0,Degree,Yes,No,10.0,Yes,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.2
MERN Stack,BCE34,DigiBlock Network Pvt Ltd,Full Stack Developer,23.0,No Degree,No,No,10.0,No,0.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
Mobile Development Using Flutter,BCK38,Zapplogics Solutions LLP,Flutter Developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.8
DevOps,BCK27,IMIT Park Ltd,DevOps Engineer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,0.0,Bangalore,"Flutter, firbase, API",Yes,3.36
MERN Stack,BCK35,Digimeta ,React Developer ,22.0,Degree,No,No,12.0,No,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.6
MERN Stack,BCE36,Craxinno Technologies Private Limited,MERN Stack Developer,22.0,No Degree,No,No,13.0,Yes,5.0,Manjeri Malappuram ,"React,node js , nest js , express js , jest,go etc",Yes,4.2
MERN Stack,BCE36,Craxinno Technologies Private Limited,MERN Stack Developer,23.0,Degree,No,No,7.0,Yes,5.0,Chennai,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.6
MERN Stack,BCT37A,Mentric Technologies W.L.L.,Tech Lead ,22.0,Degree,Yes,No,9.0,Yes,4.0,WFH,"React, Node, Html, CSS, Mongodb",Yes,6.5
MEAN Stack,BCT42,Cordova Educational Solutions,MEAN Stack Developer,22.0,No Degree,No,No,10.0,No,1.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
MERN Stack,BCT42,The Elmex Brand,MERN Stack Developer,22.0,No Degree,No,No,9.0,No,3.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
MERN Stack,BCK32,Ti Steps,Junior Full Stack Developer,22.0,No Degree,Yes,No,10.0,No,2.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.0
MERN Stack,BCT37A,Maison D' Auraine,Full Stack Developer,22.0,No Degree,No,No,15.0,Yes,7.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
Web Development Using Python Django + React,BCT37,Marlo Technologies,Junior Django Developer,23.0,No Degree,No,No,11.0,Yes,7.0,Manjeri Malappuram ,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,4.25
MERN Stack,BCT37A,InFineIT Global Services LLP,Software Developer,21.0,Degree,Yes,No,10.0,No,7.0,Chennai,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
Golang,BCE40,Savvypool,DevOps Engineer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,6.0
MERN Stack,BCK35,HABU Inc,Full Stack Developer,22.0,Degree,No,No,13.0,Yes,1.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
MEAN Stack,BCT42,Zil Money,Angular Developer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,7.5
Golang,BCK57,Pantelwar Pvt Ltd,Software Development Engineer 1,22.0,Degree,Yes,No,9.0,No,4.0,WFH,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,6.5
Golang,BCK57,Netxd,DevSecOps,23.0,No Degree,Yes,No,9.0,Yes,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.0
MERN Stack,BCK29,AmruthaShala India Pvt Ltd.,Jr. React Developer,22.0,No Degree,Yes,No,10.0,No,0.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
MERN Stack,BCK35,Stackmod Innovations Pvt Ltd,React Developer,21.0,No Degree,Yes,No,10.0,No,7.0,On site,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,4.8
Mobile Development Using Flutter,BCE34,Tree Integrated Services,Flutter Developer,23.0,Degree,No,No,12.0,No,0.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
Mobile Development Using Flutter,BCK35,Bluescope Information Technology,Flutter Developer,22.0,Degree,Yes,No,10.0,Yes,7.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.4
Machine Learning,BCK29,Farms.io,Jr. ML Engineer,22.0,No Degree,Yes,No,10.0,Yes,4.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
MERN Stack,BCK35,Webexcellis Websolutions,Software Engineer,21.0,Degree,Yes,No,10.0,No,4.0,Chennai,"React,Python,SQL,Django,Html,Css",Yes,5.0
MERN Stack,BCE34,Marlo Technologies,Node js Developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,Chennai,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.25
MERN Stack,BCE34,OpsKube,SDE-1,24.0,No Degree,No,No,10.0,No,1.0,Bangalore,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,3.0
Web Development Using Python Django + React,BCK35,Farms.io,Application Developer,24.0,Degree,Yes,No,9.0,Yes,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
MERN Stack,BCE36,Infotura Technologies ,MERN Stack Developer,22.0,No Degree,No,No,10.0,No,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.2
MERN Stack,BCE43,Marmeto,Node.js Developer,22.0,No Degree,Yes,No,12.0,Yes,7.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.4
Web Development Using Python Django + React,BCK35,GreenTurtle Gaming Technologies Pvt Ltd,Python Developer,23.0,No Degree,No,No,12.0,Yes,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
MERN Stack,BCK41,Neuralschema Infotech Pvt Ltd,Software Engineer,22.0,No Degree,Yes,No,8.0,Yes,5.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,5.5
MERN Stack,BCE39,Gadgeon,Software Engineer,21.0,No Degree,No,No,9.0,No,7.0,Manjeri Malappuram ,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,5.4
MERN Stack,BCE43,Caz Brain Pvt Ltd,Jr. React Developer,21.0,Degree,No,No,12.0,No,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.2
MERN Stack,BCK38,Monolith Technologies,Jr. Developer,23.0,No Degree,Yes,No,10.0,No,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
MEAN Stack,BCK41,Dizabo,MEAN Stack Developer,22.0,Degree,Yes,No,10.0,No,2.0,WFH,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,9.4
MEAN Stack,BCK41,Dizabo,MEAN Stack Developer,22.0,Degree,Yes,No,9.0,No,4.0,WFH,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,9.4
MERN Stack,BCE36,Klenty Soft Inc,Software Development Engineer Trainee,22.0,Degree,No,No,14.0,Yes,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
Mobile Development Using Flutter,BCK26,WebandCrafts,Flutter Developer,24.0,Degree,No,No,10.0,No,2.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.36
MERN Stack,BCK41,Kimshuka Technologies Pvt. Ltd,Associate Software Engineer,22.0,No Degree,No,No,10.0,No,1.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.5
Web Development Using Python Django + React,BCT48,Accolades,Jr.Web Developer,24.0,No Degree,No,Yes [ Non IT industry ],13.0,Yes,1.0,Calicut ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
Web Development Using Python Django,BCE40,Bshoot,Python Full Stack Developer,22.0,Degree,No,No,11.0,Yes,0.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
MERN Stack,BCK51,Dream Care Developers,Full Stack Developer,24.0,Degree,No,No,16.0,Yes,4.0,Bangalore,"React, Node, Html, CSS, SCSS, Next",Yes,3.24
MERN Stack,BCK35,Digimeta,React Developer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,2.0,Bangalore,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,3.6
MERN Stack,BCK35,Digimeta,React Developer,22.0,No Degree,No,No,12.0,Yes,5.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
MEAN Stack,BCK49,Zycus Infotech,Software Engineer,22.0,No Degree,No,No,10.0,No,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.5
MERN Stack,BCK29,Adiya Business Solutions,Backend Developer,22.0,No Degree,Yes,No,11.0,Yes,5.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
MERN Stack,BCE40,Techpearl Software Pvt. Ltd,Software Engineer,21.0,No Degree,No,No,10.0,No,7.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.75
Machine Learning,BCK29,Safepro AI Video Research Labs Pvt. Ltd,Junior Computer Vision Developer,22.0,No Degree,No,No,10.0,No,4.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
MERN Stack,BCK27,Akra Tech Pvt Ltd,Full Stack Developer,19.0,No Degree,No,No,12.0,No,2.0,WFH,"React, Node.js, MongoDB, SQL, HTML CSS JAVASCRIPT, EXPRESS, SOCKET IO,",Yes,3.6
MERN Stack,BCK41,FinalApps,Junior Full Stack Developer,21.0,Degree,No,No,10.0,No,3.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.0
MERN Stack,BCK32,TruEquations Private Limited,Software Engineer,21.0,No Degree,Yes,No,8.0,Yes,5.0,On site,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
DevOps,BCK35,ITS Planners & Engineers Pvt Ltd,Associate Software Engineer,22.0,Degree,Yes,No,10.0,Yes,5.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.5
DevOps,BCT37,NORQ Technologies,DevOps Engineer,21.0,No Degree,No,No,12.0,No,4.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.6
MERN Stack,BCT37,NORQ Technologies,Full Stack Developer,22.0,No Degree,No,No,11.0,No,7.0,Bangalore,"React,node js , nest js , express js , jest,go etc",Yes,3.6
MERN Stack,BCE30,YouGotaGift Pvt. Ltd.,Front End Developer,21.0,Degree,Yes,No,10.0,No,7.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.14
MERN Stack,BCK31,My Fav Designers,Junior Developer,23.0,Degree,No,No,10.0,Yes,4.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
MERN Stack,BCT37,Prodigit,Junior Developer,23.0,Degree,No,No,10.0,No,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MERN Stack,BCE36,Lilac Infotech,Software Engineer,22.0,No Degree,No,No,9.0,No,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.6
MERN Stack,BCK45,Unvoid Tech,Full Stack Developer,24.0,Degree,No,No,16.0,Yes,4.0,Bangalore,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,4.0
MERN Stack,BCK38,CapSync,Full Stack Developer,23.0,Degree,No,No,13.0,Yes,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
MERN Stack,BCK38,Techcrista,Full Stack Developer,24.0,No Degree,No,Yes [ Non IT industry ],15.0,Yes,1.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
MERN Stack,BCK41,Systech,Junior Software Developer,22.0,Degree,Yes,No,10.0,Yes,3.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2
MEAN Stack,BCE40,Quazma,Full Stack Developer,22.0,Degree,Yes,No,10.0,No,7.0,Manjeri Malappuram ,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,6.0
MERN Stack,BCT42,Aidetic Software Private Limited,Full Stack Developer,23.0,No Degree,No,Yes [ Non IT industry ],11.0,No,7.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,11.5
Cybersecurity,BCT42,NORQ Technologies,Cyber Security Engineer,23.0,No Degree,No,No,10.0,Yes,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
Machine Learning,BCK29,Farms.io,Jr. Machine Learning Engineer,23.0,No Degree,No,No,10.0,No,0.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
MERN Stack,BCE30,NewAgeSys Solutions,Software Engineer (Trainee),23.0,Degree,No,No,11.0,No,4.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
Web Development Using Python Django + React,BCE36,Romulus Oil and Gas,Full Stack Engineer,23.0,Degree,Yes,No,10.0,Yes,2.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,6.5
MERN Stack,BCK38,Aidetic Software Private Limited,Full Stack Developer,23.0,No Degree,Yes,No,10.0,Yes,5.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.0
MERN Stack,BCT42,Boohoo Group Plc,Junior Node js Developer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,30.0
MERN Stack,BCT54,M Squared Software & Services (P) Ltd,Junior Software Developer,21.0,Degree,No,No,12.0,No,5.0,Hyderabad,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,3.0
MERN Stack,BCT37,Naarsoft Tech Service,Software Engineer,23.0,Degree,No,No,10.0,No,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.0
MEAN Stack,BCT48,Admaren Technology Pvt Ltd,Front End Developer,21.0,No Degree,No,No,10.0,No,5.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.6
MERN Stack,BCE30,NewAgeSys Solutions,Software Engineer,21.0,No Degree,No,No,9.0,No,7.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.0
MERN Stack,BCK41,Vidyalai,Full Stack developer Trainee,23.0,Degree,Yes,No,9.0,No,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,6.0
MERN Stack,BCK38,NewAgeSys Solutions,Software Engineer Trainee,22.0,Degree,Yes,No,12.0,Yes,2.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.0
MERN Stack,BCT54,NewAgeSys Solutions,Software Engineer Trainee,19.0,No Degree,No,Bca dropout ,12.0,No,0.0,Nagercoil ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.0
MERN Stack,BCE36,Thapovan Info Systems Pvt Ltd,Junior Programmer Analyst,27.0,Degree,No,Yes [ Non IT industry ],11.0,No,2.0,Bangalore,"React, Node, Nest, Next, HTML, CSS, MUI, Socket.io, MongoDB, Javascript, Bootstrap, Tailwind CSS, jQuery, Redux, Express JS, Mongoose, JWT, Git, Postman, Firebase, Vercel, Nginx",Yes,4.0
MERN Stack,BCK45,Aidetic Software Private Limited,Full Stack Web Developer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.5
MERN Stack,BCT54,Avodha,MERN Stack Trainer,21.0,Degree,No,No,10.0,No,7.0,Manjeri Malappuram ,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,3.0
Mobile Development Using Flutter,BCE40,Savvypool,Flutter Developer,22.0,No Degree,Yes,No,12.0,Yes,3.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.0
Mobile Development Using Flutter,BCK31,ManyaTechnosys ,Software Developer,22.0,No Degree,No,No,12.0,Yes,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.84
MERN Stack,BCT37A,Seqato,Software Engineer,22.0,Degree,No,No,10.0,No,1.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.24
MERN Stack,BCK41,Tesseract TechnoLabs Private Limited,Junior MERN Stack Developer,22.0,Degree,Yes,No,10.0,No,4.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.86
Web Development Using Python Django + React,BCK41,Contact Point 360,Junior Python Developer,22.0,No Degree,No,No,7.0,Yes,5.0,Bangalore,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,3.0
MERN Stack,BCE30,FlexM Pvt. Ltd.,Junior Software Developer ,22.0,No Degree,Yes,No,12.0,Yes,7.0,Hyderabad,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.0
