domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,flutter,angular,python,express,firebase,aws,sql,javascript,jwt,node,html,ajax,hasura,communication,git,jest,mysql,react,graphql,mongodb,cnn,postman,nginx,dart,vim,django,mui,typescript,opencv,jquery,next,linux,sas,vercel,redux,api,bootstrap,mongoose,tailwind,docker,salary
golang,golang developer,22.0,Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0
web development using python django,associate software engineer,22.0,No Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,fullstack developer,24.0,Degree,No,No,16.0,Yes,1.0,wfh,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5
mern stack,fullstack developer,22.0,No Degree,No,No,12.0,No,7.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.8
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,7.0,Yes,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.28
mobile development using flutter,flutter developer,23.0,Degree,No,No,10.0,Yes,1.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,trainee software developer,22.0,No Degree,Yes,No,10.0,No,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.0
web development using python django + react,python developer,22.0,No Degree,No,No,13.0,Yes,5.0,manjeri,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4
mern stack,junior programmer analyst,23.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,mern stack developer,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
web development using python django,software engineer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
web development using python django + react,backend developer,25.0,No Degree,No,No,11.0,No,0.0,wfh,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6
mern stack,trainee software developer,22.0,No Degree,No,No,10.0,No,7.0,chennai,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,Yes,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,associate software engineer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,3.38
mern stack,software engineer,22.0,No Degree,Yes,No,7.0,Yes,2.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,trainee software developer,22.0,No Degree,Yes,No,12.0,No,2.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mern stack,product engineer associate,22.0,Degree,Yes,No,10.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.16
web development using python django + react,software developer engineer,31.0,Diploma,No,Yes [ Non IT industry ],12.0,Yes,2.0,chennai,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
cybersecurity,soc engineer,22.0,No Degree,Yes,No,9.0,No,7.0,bangalore,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,12.0
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,7.0,Yes,5.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.7
mern stack,software developer,22.0,No Degree,Yes,No,9.0,No,0.0,bangalore,No,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mern stack,fullstack developer,23.0,Degree,No,No,10.0,No,2.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.0
web development using python django + react,python backend developer,22.0,No Degree,No,No,9.0,Yes,7.0,manjeri,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,software engineer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,fullstack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8
web development using python django,python developer,25.0,Diploma,No,Yes [ Non IT industry ],13.0,Yes,2.0,hyderabad,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
mobile development using flutter,junior flutter developer,22.0,No Degree,Yes,No,9.0,Yes,3.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,nodejs developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,9.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,fullstack developer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.56
mern stack,associate product engineer,22.0,Degree,Yes,No,10.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,frontend developer,22.0,No Degree,No,No,10.0,No,0.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,fullstack developer,31.0,Degree,No,Yes [ Non IT industry ],12.0,No,0.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,fullstack developer,24.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
mern stack,associate product engineer,21.0,Degree,Yes,No,10.0,No,4.0,calicut,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,software engineer,24.0,Degree,No,No,10.0,No,0.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mern stack,mern stack developer,23.0,Degree,Yes,No,10.0,Yes,1.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,fullstack developer,22.0,Degree,Yes,No,9.0,Yes,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,junior software developer,21.0,Degree,No,No,10.0,No,3.0,nagercoil,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mern stack,junior react developer,19.0,No Degree,No,No,10.0,No,2.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,business development executive (bde),23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53
data science,software development (apprentice),22.0,No Degree,Yes,No,9.0,Yes,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.91
web development using python django + react,python developer,24.0,No Degree,No,No,9.0,Yes,5.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,fullstack developer,19.0,No Degree,No,Bca dropout ,9.0,No,0.0,nagercoil,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4
mobile development using flutter,flutter developer,24.0,Degree,No,No,10.0,No,1.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
web development using python django + react,python developer,23.0,Degree,No,No,11.0,Yes,2.0,manjeri,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
mern stack,fullstack developer,25.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,mern stack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
mern stack,web developer,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8
web development using python django + react,fullstack developer,22.0,Degree,No,No,10.0,Yes,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.24
mern stack,software developer,24.0,Degree,Yes,No,12.0,Yes,2.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mobile development using flutter,flutter developer,22.0,Degree,No,No,12.0,Yes,0.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,No,3.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8
machine learning,research assistant (machine learning),22.0,No Degree,No,No,12.0,No,1.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,fullstack developer,21.0,Degree,No,No,12.0,No,2.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mern stack,software engineer,22.0,No Degree,No,No,12.0,No,7.0,manjeri,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8
mern stack,frontend developer,21.0,Degree,Yes,No,10.0,No,7.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,No,1.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.44
golang,golang developer,22.0,No Degree,No,No,10.0,No,2.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6
web development using python django + react,python django developer,22.0,No Degree,No,No,10.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,software developer trainee,23.0,Degree,Yes,No,10.0,No,0.0,wfh,Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.82
web development using python django,python developer,22.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.56
mern stack,fullstack developer,23.0,Degree,No,No,11.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,web developer,22.0,Degree,Yes,No,10.0,Yes,5.0,manjeri,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.56
mern stack,web developer,23.0,Degree,Yes,No,9.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.56
mern stack,software engineer,21.0,No Degree,No,No,9.0,No,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mern stack,software engineer,23.0,No Degree,No,No,11.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
web development using python django + react,software engineer,23.0,No Degree,Yes,No,7.0,Yes,4.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.0
mern stack,junior software developer,22.0,Degree,Yes,No,11.0,Yes,3.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,software engineer,21.0,No Degree,No,No,10.0,No,7.0,manjeri,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75
mern stack,software developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,associated product engineer,22.0,Degree,Yes,No,9.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
web development using python django + react,full stack developer,23.0,Degree,No,No,13.0,Yes,0.0,wfh,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.55
mern stack,fullstack developer,23.0,No Degree,No,No,13.0,Yes,1.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,intern - frontend developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mobile development using flutter,junior flutter developer,21.0,No Degree,Yes,No,7.0,Yes,7.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.25
mean stack,fullstack developer,22.0,No Degree,Yes,No,9.0,Yes,5.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,mern stack developer,22.0,Degree,No,No,10.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,fullstack developer,24.0,Degree,No,No,13.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,software engineer,22.0,Degree,Yes,No,9.0,Yes,4.0,ernakulam,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,software developer,23.0,No Degree,No,No,13.0,Yes,0.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
web development using python django + react,fullstack developer,24.0,Degree,No,No,13.0,Yes,1.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.55
web development using python django + react,full stack developer,22.0,No Degree,No,No,13.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mobile development using flutter,junior app developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.6
mobile development using flutter,flutter developer,22.0,Degree,No,No,11.0,Yes,0.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2
mern stack,trainee software engineer,22.0,Degree,Yes,No,9.0,Yes,7.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,mern stack developer,22.0,Degree,No,No,9.0,Yes,5.0,chennai,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5
mern stack,mern stack developer,24.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mean stack,developer trainee,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
mern stack,fullstack developer,22.0,Degree,Yes,No,10.0,Yes,2.0,ernakulam,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mobile development using flutter,flutter developer,22.0,Degree,No,No,14.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,analyst (development),22.0,Degree,No,No,10.0,No,4.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,fullstack developer,21.0,Degree,No,No,16.0,Yes,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.36
mobile development using flutter,flutter developer,22.0,No Degree,No,No,12.0,Yes,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mobile development using flutter,software engineer,22.0,Degree,Yes,No,12.0,No,2.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.5
mern stack,associate software engineer,22.0,No Degree,Yes,No,10.0,Yes,5.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,fullstack developer,19.0,No Degree,No,No,12.0,No,4.0,bangalore,Yes,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
web development using python django + react,junior backend developer,25.0,No Degree,No,No,15.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,mern stack developer,21.0,Degree,No,No,11.0,No,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,fullstack developer,23.0,No Degree,No,No,15.0,Yes,4.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,Yes,4.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,fullstack developer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8
devops,devops engineer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.36
mern stack,react developer,22.0,Degree,No,No,12.0,No,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6
